time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-11-23T11:01:25.120Z,43.8195,-128.5466,10,5.2,mww,,62,3.215,1.02,us,usb000sz9m,2015-02-18T03:30:55.040Z,"off the coast of Oregon",earthquake,6.5,1.8,,,reviewed,us,us
2014-11-13T06:36:07.489Z,41.9009,-119.6224,0,4.6,ml,7,80.61,0.507,0.0742,nn,nn00467620,2020-05-02T03:27:49.480Z,"44 km E of Fort Bidwell, California",earthquake,,3.4,0.31,7,reviewed,nn,nn
2014-11-07T08:05:54.864Z,41.8805,-119.6299,0,4.7,ml,6,76.98,0.502,0.1903,nn,nn00466648,2020-05-02T03:27:01.089Z,"43 km E of Fort Bidwell, California",earthquake,,0,0.59,4,reviewed,nn,nn
2014-11-06T08:34:46.519Z,41.9061,-119.6573,5.2,4.7,ml,7,78.33,0.481,0.1662,nn,nn00466441,2020-07-22T20:25:32.106Z,"41 km E of Fort Bidwell, California",earthquake,,6.7,0.19,6,reviewed,nn,nn
2014-11-05T07:23:04.418Z,41.9078,-119.6202,0.1,4.6,ml,6,78.37,0.508,0.1359,nn,nn00466248,2020-07-22T20:25:13.454Z,"44 km E of Fort Bidwell, California",earthquake,,6.9,0.16,3,reviewed,nn,nn
2014-09-27T21:05:38.000Z,52.701,-132.309,23.3,4.7,mwr,,,,1.52,us,usb000sgs2,2014-12-20T00:54:00.040Z,"222 km SW of Prince Rupert, Canada",earthquake,5.7,1.8,,,reviewed,pgc,pgc
2014-09-15T22:01:13.120Z,30.5637,-114.2865,5.23,4.6,mb,,113,0.677,0.98,us,usb000scsi,2016-03-11T09:46:50.949Z,"Baja California, Mexico",earthquake,5.1,2.4,0.065,71,reviewed,us,us
2014-09-15T18:40:05.650Z,30.6303,-114.2304,10,4.7,mb,,171,0.67,0.87,us,usb000scmn,2014-12-08T23:31:02.040Z,"72 km SE of San Felipe, Mexico",earthquake,7,1.9,0.063,78,reviewed,us,us
2014-09-15T18:37:16.550Z,30.8316,-113.8574,10,4.5,mb,,169,0.804,0.8,us,usb000sfxg,2014-12-08T23:31:02.040Z,"61 km SSW of Puerto Peñasco, Mexico",earthquake,5.3,1.9,0.27,4,reviewed,us,us
2014-09-15T18:27:20.610Z,30.4209,-114.2749,10,5.4,mww,,123,0.789,0.99,us,usb000scmd,2016-03-12T02:34:29.568Z,"86 km SE of San Felipe, Mexico",earthquake,6.7,1.8,,,reviewed,us,us
2014-09-15T12:42:33.870Z,30.3355,-113.9963333,9.961,4.5,mh,0,269,1.016,4.12,ci,ci37268352,2016-03-11T09:46:49.665Z,"228km SSE of Estacion Coahuila, B.C., MX",earthquake,12,31.61,,0,reviewed,ci,ci
2014-09-15T12:23:42.980Z,30.5825,-114.2381,10,4.9,mb,,80,0.695,1.33,us,usb000schm,2016-03-11T13:19:25.994Z,"75 km SE of San Felipe, Mexico",earthquake,5.8,1.8,0.035,260,reviewed,us,us
2014-09-15T06:50:09.170Z,30.5697,-114.2873,10,4.7,mb,,108,0.672,1.37,us,usb000scf6,2016-03-11T07:58:40.404Z,"73 km SE of San Felipe, Mexico",earthquake,6,1.8,0.048,136,reviewed,us,us
2014-09-10T16:36:43.150Z,50.677,-129.8483,10,4.9,mwr,,161,1.859,1.05,us,usb000sb4f,2014-12-08T23:30:56.040Z,"195 km W of Port McNeill, Canada",earthquake,8.7,1.9,,,reviewed,us,pgc
2014-08-24T10:20:44.070Z,38.2151667,-122.3123333,11.12,6.02,mw,369,28,0.03604,0.18,nc,nc72282711,2021-09-24T07:44:02.628Z,"South Napa",earthquake,0.11,0.15,,0,reviewed,nc,nc
2014-08-18T08:17:44.470Z,50.498,-130.215,10,4.5,mwr,,,,1.57,us,usb000s3q3,2014-11-15T04:07:15.000Z,"221 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-08-12T07:00:22.410Z,50.546,-130.445,10,4.5,mwr,,,,1.8,us,usb000s22x,2014-11-07T21:47:41.000Z,"237 km W of Port McNeill, Canada",earthquake,,2,,,reviewed,pgc,pgc
2014-08-10T18:46:17.970Z,27.6814,-111.6319,10,5.5,mww,,78,0.65,1.29,us,usb000s1qs,2015-01-30T06:50:12.322Z,"65 km WSW of San Carlos, Mexico",earthquake,,1.8,,,reviewed,us,us
2014-07-22T06:50:25.470Z,25.8955,-110.4592,10,4.8,mwr,,136,1.791,1.04,us,usb000rw32,2014-10-17T21:12:15.000Z,"90 km E of Loreto, Mexico",earthquake,,1.7,0.066,22,reviewed,us,us
2014-07-16T15:30:11.850Z,43.407,-126.905,10,4.6,mwr,,88,2.852,0.81,us,usb000rtdy,2016-07-22T19:32:13.640Z,"205 km W of Bandon, Oregon",earthquake,,1.9,0.086,13,reviewed,us,us
2014-07-05T16:59:34.090Z,34.2823333,-117.0266667,7.25,4.58,mw,188,32,,0.23,ci,ci15520985,2020-05-02T03:24:18.349Z,"11km NE of Running Springs, CA",earthquake,0.12,0.28,,6,reviewed,ci,ci
2014-06-29T04:59:35.390Z,32.5822,-109.1682,6.44,5.3,mww,,54,1.169,0.69,us,usc000rnfe,2020-07-10T19:11:30.352Z,"13 km SW of Franklin, Arizona",earthquake,,3.3,,,reviewed,us,us
2014-05-12T18:51:00.720Z,43.7071,-128.0971,10,5.1,mb,,159,3.559,0.6,us,usb000qjhw,2021-02-24T23:04:43.750Z,"off the coast of Oregon",earthquake,,1.9,0.034,290,reviewed,us,us
2014-04-25T21:18:30.240Z,43.4108,-127.0632,10,4.7,mb,,163,2.955,0.88,us,usb000pzzj,2015-01-30T11:41:39.976Z,"217 km W of Bandon, Oregon",earthquake,,1.9,0.043,164,reviewed,us,us
2014-04-24T03:44:17.080Z,49.61,-127.826,10,4.8,mwr,,,,0.98,us,usb000px7j,2021-02-24T23:03:10.817Z,"115 km WSW of Vernon, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-24T03:40:56.820Z,49.5441,-127.7877,10,4.7,mwr,,,,1.05,us,usb000px7e,2015-01-30T18:40:31.395Z,"115 km WSW of Vernon, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-04-24T03:10:10.150Z,49.6388,-127.7316,10,6.5,mww,,,,0.85,us,usb000px6r,2019-02-23T21:08:29.308Z,"107 km WSW of Vernon, Canada",earthquake,,1.7,,,reviewed,pgc,us
2014-04-13T00:04:39.000Z,44.62,-114.33,3.5,4.8,mwr,,,,1.43,us,usc000pi6d,2015-01-28T18:06:35.007Z,"15 km NNW of Challis, Idaho",earthquake,,3.8,0.033,89,reviewed,mb,us
2014-04-01T05:05:57.990Z,49.2167,-129.2085,10,4.7,mwr,,149,1.325,1.24,us,usc000nycn,2014-05-29T23:32:12.000Z,"215 km SW of Port McNeill, Canada",earthquake,,1.2,0.065,23,reviewed,us,us
2014-03-30T12:34:39.160Z,44.7721667,-110.6846667,5.62,4.83,mw,35,63,0.04763,0.25,uu,uu60061837,2018-12-19T23:43:31.300Z,"22 km S of Mammoth, Wyoming",earthquake,0.41,0.79,,0,reviewed,uu,uu
2014-03-29T04:09:42.170Z,33.9325,-117.9158333,5.09,5.1,mw,321,9,0.01443,0.24,ci,ci15481673,2021-11-05T00:54:54.467Z,"2km NW of Brea, CA",earthquake,0.1,0.21,,6,reviewed,ci,ci
2014-03-22T00:58:09.440Z,30.44,-114.0633,12.5,5.3,mwr,,,,2.53,us,usc000nkku,2015-01-30T09:35:32.094Z,"98 km SE of San Felipe, Mexico",earthquake,,3.4,0.033,87,reviewed,ecx,us
2014-03-21T17:50:13.400Z,30.419,-114.062,14.71,4.6,mwr,,65,1.358,1.43,us,usc000nk1q,2014-05-24T00:54:38.000Z,"100 km SE of San Felipe, Mexico",earthquake,,4,0.065,23,reviewed,us,us
2014-03-21T17:37:13.140Z,30.4075,-114.0828,10.29,4.9,mwr,,95,1.348,1.46,us,usc000nk0p,2014-05-24T00:54:38.000Z,"99 km SE of San Felipe, Mexico",earthquake,,1.6,0.055,32,reviewed,us,us
2014-03-13T19:13:16.650Z,41.846,-126.88,10.16,4.6,mb,,88,2.01,1.02,us,usc000nnwk,2014-05-16T21:51:39.000Z,"211 km WSW of Pistol River, Oregon",earthquake,,4.2,0.097,36,reviewed,us,us
2014-03-13T19:11:34.640Z,41.9039,-126.8982,10,5.5,mww,,63,2.013,1.14,us,usc000nah5,2020-05-02T03:21:05.683Z,"211 km WSW of Pistol River, Oregon",earthquake,,1.8,,,reviewed,us,us
2014-03-12T00:31:44.470Z,44.3113,-129.0809,10,5.1,mb,,119,3.736,0.54,us,usc000n8ii,2015-01-30T02:57:31.379Z,"off the coast of Oregon",earthquake,,1.8,0.032,321,reviewed,us,us
2014-03-10T05:18:13.430Z,40.8286667,-125.1338333,16.441,6.8,mw,112,229,0.6568,0.15,nc,nc72182046,2020-07-10T14:24:50.669Z,"77 km WNW of Indianola, California",earthquake,0.64,1.88,,5,reviewed,nc,nc
2014-03-05T02:24:23.350Z,31.3228,-119.4094,7.2,4.6,mb,,176,1.921,0.67,us,usb000n1b3,2020-05-02T03:19:52.628Z,"246 km SSW of Avalon, California",earthquake,,5,0.051,117,reviewed,us,us
2014-02-16T00:19:20.000Z,50.421,-130.262,10,4.5,mwr,,,,1.7,us,usc000mrdf,2014-04-30T21:18:22.000Z,"226 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2014-01-30T00:02:55.660Z,41.8692,-126.8385,10,4.7,mb,,171,1.976,0.87,us,usc000mdbk,2020-05-02T03:19:05.096Z,"207 km WSW of Pistol River, Oregon",earthquake,,1.9,0.07,66,reviewed,us,us
2014-01-23T04:10:41.190Z,40.411,-125.3411667,23.362,4.63,mw,107,240,0.7676,0.27,nc,nc72145230,2020-05-02T03:18:29.288Z,"93 km WSW of Ferndale, California",earthquake,1.08,8.76,,5,reviewed,nc,nc
2014-01-12T20:24:46.740Z,38.8135,-122.8161667,1.9,4.53,mw,103,25,0.01081,0.05,nc,nc72141176,2020-05-12T03:05:13.464Z,"8 km W of Cobb, California",earthquake,0.08,0.14,,10,reviewed,nc,nc
2013-12-26T06:15:06.060Z,27.8908,-111.9607,9.95,4.5,mwr,,117,0.62,1.01,us,usc000lrp1,2014-02-28T08:44:08.000Z,"68 km NNE of Santa Rosalía, Mexico",earthquake,,3,0.053,,reviewed,us,us
2013-12-20T05:27:08.000Z,31.22,-115.908,6,4.8,mwr,,,,1.57,us,usc000lnnb,2020-05-02T03:16:46.352Z,"34 km ESE of San Vicente, Mexico",earthquake,,1.8,0.066,,reviewed,ecx,us
2013-12-15T18:11:47.540Z,49.2634,-127.811,5,4.6,mwr,,138,0.868,1.44,us,usc000ll77,2021-02-24T23:00:40.083Z,"134 km SW of Vernon, Canada",earthquake,,1.8,,,reviewed,us,pgc
2013-12-03T10:38:54.840Z,26.6161,-133.4169,10,4.5,mb,,90,14.346,0.79,us,usb000l9zw,2014-02-15T01:32:07.000Z,"North Pacific Ocean",earthquake,,1.8,0.041,,reviewed,us,us
2013-12-01T03:19:38.090Z,41.6832,-126.8781,10.09,5.5,mww,,46,2.047,0.94,us,usb000l8n7,2020-05-02T03:15:59.254Z,"216 km WSW of Pistol River, Oregon",earthquake,,2.5,,,reviewed,us,us
2013-11-26T08:57:05.420Z,44.4816,-130.1127,10,4.5,mb,,179,4.489,0.94,us,usb000l6nc,2014-02-12T01:08:33.000Z,"off the coast of Oregon",earthquake,,1.9,0.059,,reviewed,us,us
2013-11-08T11:44:56.150Z,50.039,-130.1887,10,5,mwr,,,,0.97,us,usb000kumz,2014-01-17T00:29:13.000Z,"229 km WSW of Port McNeill, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2013-11-08T10:46:56.070Z,41.3256667,-125.2915,11.952,4.65,mw,70,236,0.9658,0.19,nc,nc72103326,2020-05-02T03:15:23.162Z,"98 km W of Big Lagoon, California",earthquake,1.16,17.78,,5,reviewed,nc,nc
2013-11-04T05:57:16.140Z,41.0454,-127.2203,10,4.6,mb,,179,2.262,1.2,us,usb000ks9r,2017-02-01T21:28:48.894Z,"254 km W of Ferndale, California",earthquake,,1.8,0.078,,reviewed,us,us
2013-10-21T15:55:27.050Z,30.0798,-113.5066,14.33,4.7,mb,,156,1.963,0.78,us,usb000khvv,2013-12-30T23:41:17.000Z,"80 km WNW of La Libertad, Mexico",earthquake,,5.4,0.183,,reviewed,us,us
2013-10-19T17:54:54.700Z,26.0913,-110.3209,9.45,6.6,mww,,44,1.98,1.1,us,usb000khbc,2021-10-06T21:19:17.798Z,"98 km SW of Etchoropo, Mexico",earthquake,,3,,,reviewed,us,us
2013-10-11T23:05:37.330Z,40.9835,-124.7498333,8.635,4.94,mw,124,214,0.4775,0.17,nc,nc72086051,2020-05-02T03:15:05.612Z,"50 km WNW of Samoa, California",earthquake,0.43,0.95,,6,reviewed,nc,nc
2013-09-21T13:16:33.080Z,42.9745,-109.128,76.2,4.8,mwr,,16,0.378,1.08,us,usb000jx4l,2019-12-28T00:30:54.205Z,"20 km W of Fort Washakie, Wyoming",earthquake,,3.7,0.039,,reviewed,us,us
2013-09-18T04:45:36.890Z,52.7369,-132.2193,22.3,4.5,mwr,,,,1.82,us,usb000jxpl,2013-12-09T21:11:08.000Z,"216 km SW of Prince Rupert, Canada",earthquake,,1.9,,,reviewed,pgc,pgc
2013-09-04T15:26:32.000Z,51.052,-130.56,10,4.6,mwr,,,,0.98,us,usb000jh7l,2013-11-15T03:20:24.000Z,"250 km W of Port McNeill, Canada",earthquake,,1.9,,,reviewed,us_pgc,us_pgc
2013-09-04T01:19:00.280Z,50.9472,-130.511,21.06,4.9,mwr,,92,1.54,1.25,us,usb000jghi,2013-11-15T03:20:23.000Z,"244 km W of Port McNeill, Canada",earthquake,,3.2,,,reviewed,us,us_pgc
2013-09-04T00:50:59.530Z,51.0921,-130.1497,10.25,4.6,mwr,,173,1.356,1.19,us,usb000jggv,2013-11-15T03:20:22.000Z,"222 km WNW of Port McNeill, Canada",earthquake,,3.1,,,reviewed,us,us_pgc
2013-09-04T00:23:11.290Z,51.1832,-130.2245,9.92,6,mww,,70,1.431,0.87,us,usb000jgfh,2013-11-15T03:20:22.000Z,"230 km WNW of Port McNeill, Canada",earthquake,,2.5,,,reviewed,us,us
2013-09-03T23:07:08.410Z,51.186,-130.4766,10.02,4.7,mwr,,149,1.6,1.21,us,usb000jgdk,2013-11-15T03:20:22.000Z,"247 km WNW of Port McNeill, Canada",earthquake,,2.9,,,reviewed,us,us_pgc
2013-09-03T22:29:31.110Z,51.3277,-130.2195,9.85,5.5,mwr,,140,1.565,1.22,us,usb000jgci,2013-11-15T03:59:43.471Z,"234 km WNW of Port McNeill, Canada",earthquake,,2.7,,,reviewed,us,us_pgc
2013-09-03T21:25:16.510Z,51.2548,-130.2999,10.15,5.1,mwr,,149,1.503,1.38,us,usb000jg9e,2013-11-15T03:20:22.000Z,"237 km WNW of Port McNeill, Canada",earthquake,,2.7,0.063,,reviewed,us,us
2013-09-03T21:05:56.670Z,51.2359,-130.1714,14.84,4.5,mb,,149,1.421,1.24,us,usb000jg8d,2013-11-15T03:20:22.000Z,"228 km WNW of Port McNeill, Canada",earthquake,,5.5,0.055,,reviewed,us,us
2013-09-03T20:19:06.340Z,51.244,-130.3971,2.73,6.1,mww,,44,1.704,0.93,us,usb000jg6b,2015-01-30T12:23:51.580Z,"243 km WNW of Port McNeill, Canada",earthquake,,3.7,,,reviewed,us,us
2013-08-10T05:10:17.100Z,43.7417,-127.901,10,4.5,mb,,168,2.744,1.39,us,usb000j06u,2013-10-12T21:32:33.000Z,"291 km WNW of Bandon, Oregon",earthquake,,1.9,0.046,,reviewed,us,us
2013-08-04T13:22:27.640Z,49.6614,-127.4286,10,5.5,mwb,,33,2.563,0.69,us,usb000iv7t,2021-02-24T23:06:52.672Z,"86 km WSW of Vernon, Canada",earthquake,,1.7,0.071,,reviewed,us,us
2013-07-27T19:11:01.580Z,50.325,-129.99,21.5,4.6,mwr,128,145,,1.15,us,usc000iqr5,2014-11-07T01:51:20.702Z,"208 km W of Port McNeill, Canada",earthquake,,6.9,,,reviewed,us,pgc
2013-07-26T12:57:24.760Z,50.392,-129.968,10,5.1,mwr,97,72,,0.9,us,usc000ipmt,2015-01-30T15:17:57.533Z,"205 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2013-07-20T17:20:57.720Z,43.294,-126.431,15.6,4.6,mwr,167,180,,1.25,us,usb000iiju,2016-07-22T19:13:44.190Z,"165 km W of Bandon, Oregon",earthquake,,6.2,,,reviewed,us,us
2013-06-11T14:07:47.580Z,24.161,-108.794,29.4,4.6,mb,187,117.1,,0.86,us,usc000hli7,2014-11-07T01:51:03.752Z,"102 km WSW of Altata, Mexico",earthquake,,7.8,,118,reviewed,us,us
2013-06-07T03:17:54.150Z,30.055,-114.161,10.2,4.7,mb,69,110,,1.11,us,usc000hhw4,2014-11-07T01:51:01.988Z,"125 km SSE of San Felipe, Mexico",earthquake,,2.7,,155,reviewed,us,us
2013-05-29T14:38:03.410Z,34.4061667,-119.9198333,7.12,4.8,mw,37,63,,0.44,ci,ci15350729,2020-07-09T21:15:05.819Z,"6km W of Isla Vista, CA",earthquake,0.46,1.56,,6,reviewed,ci,ci
2013-05-24T08:02:19.510Z,40.1795,-121.0781667,3.65,4.86,ml,30,136,0.08539,0.09,nc,nc71997821,2020-05-02T03:13:04.315Z,"1km NNW of Canyondam, CA",earthquake,0.32,1.13,0.162,84,reviewed,nc,nc
2013-05-24T03:47:08.180Z,40.1918333,-121.0595,7.968,5.69,mw,32,69,0.08649,0.08,nc,nc71996906,2020-07-10T14:24:39.433Z,"2 km NNE of Canyondam, California",earthquake,0.26,0.68,,5,reviewed,nc,nc
2013-03-30T21:43:28.200Z,40.453,-125.232,4.8,4.5,mwr,303,252.2,,,us,usb000fwth,2020-07-14T01:05:12.381Z,"83 km W of Ferndale, California",earthquake,,,,,reviewed,nc,brk
2013-03-15T02:27:57.950Z,52.309,-132.276,24,4.5,mwr,289,152,,,us,usb000fl7c,2014-11-07T01:50:20.468Z,"258 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-03-15T00:55:43.530Z,52.426,-132.101,10,4.5,mwr,170,153.7,,1.43,us,usb000fl60,2014-11-07T01:50:20.446Z,"241 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2013-03-15T00:05:00.640Z,52.466,-132.063,10,4.5,mwr,231,135.3,,0.9,us,usb000fl55,2014-11-07T01:50:20.408Z,"236 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2013-03-11T16:56:06.060Z,33.5008333,-116.4581667,10.943,4.7,mh,110,16,0.03525,0.22,ci,ci15296281,2021-04-11T01:48:40.255Z,"21km ESE of Anza, CA",earthquake,0.14,0.32,,0,reviewed,ci,ci
2013-02-27T22:25:43.920Z,43.22,-126.564,10,5.2,mww,312,121,,1.35,us,usc000fe5b,2021-02-24T23:05:22.401Z,"175 km W of Langlois, Oregon",earthquake,,,,,reviewed,us,us
2013-02-25T13:41:26.360Z,52.688,-132.25,22.4,4.9,mwr,248,102.3,,,us,us2013mba2,2014-11-07T01:50:11.776Z,"221 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2013-02-13T00:10:14.393Z,38.0222,-118.0553,7.5,5.1,ml,29,81.88,0.206,0.1391,nn,nn00402688,2018-06-29T22:33:47.366Z,"39 km N of Dyer, Nevada",earthquake,,2.6,0.33,4,reviewed,nn,nn
2013-01-30T03:14:28.490Z,43.638,-127.62,10,5.4,mww,418,112.5,,1.34,us,usc000ey2g,2021-02-24T23:06:05.051Z,"266 km WNW of Bandon, Oregon",earthquake,,,,,reviewed,us,us
2013-01-13T17:50:13.000Z,25.773,-110.126,10,5.4,mwc,268,123.9,,1.4,us,usp000jycm,2015-03-24T02:25:53.541Z,"79 km W of Las Grullas Margen Derecha, Mexico",earthquake,,,,,reviewed,us,gcmt
2013-01-13T16:28:26.220Z,25.891,-110.103,10,5.7,mww,429,60.1,,1.03,us,usp000jyce,2020-09-21T18:36:56.779Z,"76 km W of Las Grullas Margen Derecha, Mexico",earthquake,,,,,reviewed,us,us
2013-01-07T03:33:23.920Z,49.113,-128.74,10,4.5,mwr,173,164.2,,1.25,us,usp000jy0e,2015-03-24T01:37:15.118Z,"199 km WSW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-27T13:05:02.310Z,24.116,-109.083,10,4.7,mb,241,61.4,,1.35,us,usp000jxfp,2014-11-07T01:49:40.210Z,"77 km NE of La Rivera, Mexico",earthquake,,,,150,reviewed,us,us
2012-12-23T19:08:38.630Z,50.743,-129.79,10,4.5,mwr,78,158.8,,1.43,us,usp000jxaz,2015-03-24T02:24:07.725Z,"191 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-21T19:24:55.140Z,27.412,-111.6,15.8,4.5,mb,226,97.5,,1.46,us,usp000jx83,2015-03-24T01:36:39.123Z,"66 km E of Santa Rosalía, Mexico",earthquake,,9.3,,94,reviewed,us,us
2012-12-17T00:35:08.360Z,52.655,-132.108,15.9,4.8,mwr,46,146.1,,,us,usp000jx22,2014-11-07T01:49:37.233Z,"219 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-12-16T02:50:58.330Z,52.737,-132.049,10,4.6,mwr,27,202,,1.16,us,usp000jx0q,2014-11-07T01:49:36.896Z,"209 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-12-14T10:36:01.590Z,31.095,-119.66,13,6.3,mww,760,20.9,,1.29,us,usp000jwyb,2020-05-06T09:28:04.095Z,"279 km SSW of Avalon, California",earthquake,,,,,reviewed,us,us
2012-12-06T05:28:01.000Z,53,-132.37,10,4.6,mwr,221,140,,0.99,us,usp000jwgx,2014-11-07T01:49:33.135Z,"199 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-30T03:03:13.850Z,53.011,-132.517,18,4.5,mwr,41,184.6,,,us,usp000jw8k,2014-11-07T01:49:27.757Z,"205 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-14T03:04:45.010Z,51.829,-130.654,10,4.7,mb,253,146,,1.07,us,usp000jvjr,2014-11-07T01:49:22.586Z,"277 km S of Prince Rupert, Canada",earthquake,,,,172,reviewed,us,us
2012-11-13T07:34:19.000Z,52.815,-132.606,10,4.7,mwr,243,139.8,,1.02,us,usp000jvh7,2014-11-07T01:49:22.283Z,"225 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-13T04:55:45.000Z,52.705,-132.033,22.3,5.1,mwr,454,36.9,,,us,usp000jvgy,2015-03-24T01:34:00.219Z,"212 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-08T21:07:41.780Z,49.38,-128.137,10,4.7,mwr,153,165.2,,1.4,us,usp000jv80,2015-03-24T02:39:25.273Z,"146 km WSW of Vernon, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-08T02:01:50.630Z,49.231,-128.477,13.7,6.1,mww,613,101,,1.17,us,usp000jv6k,2021-02-24T22:57:52.881Z,"176 km WSW of Vernon, Canada",earthquake,,3.3,,,reviewed,us,us
2012-11-07T15:04:23.500Z,52.659,-133.069,10,4.5,mwr,112,156.4,,1.06,us,usp000jv59,2014-11-07T01:49:19.028Z,"259 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-06T10:27:02.240Z,52.311,-131.304,8.4,4.7,mwr,313,119.8,,0.75,us,usp000jv3n,2014-11-07T01:49:18.722Z,"232 km SSW of Prince Rupert, Canada",earthquake,,4.1,,,reviewed,us,pgc
2012-11-04T18:27:17.150Z,52.525,-132.419,10,4.8,mwr,113,143.9,,1.11,us,usp000jv1d,2014-11-07T01:49:18.204Z,"243 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-04T12:27:32.000Z,52.214,-132.557,5,5.1,mwr,449,36.8,,,us,usp000jv0z,2014-11-07T01:49:18.128Z,"277 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-04T07:42:16.000Z,52.755,-131.776,10,4.5,mwr,186,167.2,,0.98,us,usp000jv0j,2014-11-07T01:49:18.011Z,"198 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-03T17:49:11.740Z,52.381,-132.332,10,4.5,mwr,163,149.9,,1.1,us,usp000juzg,2014-11-07T01:49:17.760Z,"253 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-03T12:18:42.450Z,52.32,-132.794,10,4.6,mwr,166,137.6,,1.04,us,usp000juz7,2014-11-07T01:49:17.652Z,"276 km SW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-03T04:25:19.800Z,52.522,-132.015,23.1,4.5,mwr,206,78.8,,0.81,us,usp000juyp,2014-11-07T01:49:17.541Z,"229 km SSW of Prince Rupert, Canada",earthquake,,5.6,,,reviewed,us,pgc
2012-11-02T08:37:10.440Z,52.215,-132.219,10,4.8,mwr,119,180.2,,1.2,us,usp000juxg,2014-11-07T01:49:17.092Z,"265 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
2012-11-02T08:19:54.790Z,52.126,-132.337,15.9,5,mwr,299,59.6,,,us,usp000juxd,2014-11-07T01:49:17.018Z,"278 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-02T07:15:40.520Z,52.192,-131.942,6.1,4.5,mwr,241,79.5,,,us,usp000juxc,2014-11-07T01:49:16.978Z,"259 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-11-01T03:27:13.420Z,52.415,-132.189,10.7,4.6,mwr,147,150,,0.89,us,usp000juvc,2014-11-07T01:49:15.464Z,"245 km SSW of Prince Rupert, Canada",earthquake,,4.8,,,reviewed,us,pgc
2012-11-01T03:16:01.500Z,52.55,-132.024,19.5,5.2,mwr,286,145.1,,0.84,us,usp000juva,2014-11-07T01:49:15.172Z,"226 km SSW of Prince Rupert, Canada",earthquake,,4.1,,,reviewed,us,pgc
2012-10-31T04:48:38.080Z,52.366,-132.551,10,4.7,mwr,246,103.4,,,us,usp000juu8,2014-11-07T01:49:12.143Z,"262 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-30T14:10:59.000Z,52.299,-132.227,10,5.1,mwr,256,45.7,,,us,usp000jutd,2014-11-07T01:49:12.009Z,"257 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-30T04:40:15.380Z,52.195,-131.801,23,5,mwr,310,67.5,,1.16,us,usp000jusc,2014-11-07T01:49:11.810Z,"255 km SSW of Prince Rupert, Canada",earthquake,,4.3,,,reviewed,us,pgc
2012-10-30T02:55:08.000Z,52.222,-132.117,19.2,5.3,mwr,164,148.7,,,us,usp000jus6,2014-11-07T01:49:11.767Z,"261 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2012-10-30T02:49:02.270Z,52.365,-131.902,9,6.2,mww,579,42.8,,1.13,us,usp000jus5,2015-06-30T16:59:04.011Z,"241 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,us
2012-10-29T20:49:46.880Z,52.379,-131.491,10,4.9,mwr,269,133.8,,1.13,us,usp000jure,2014-11-07T01:49:11.550Z,"229 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,us,pgc
